title,context,question,answer_text,answer_start
Uskup,"Uskup (serapan dari bahasa Arab أسقف usquf) adalah pimpinan Gereja setempat yang bernama Keuskupan dan merupakan bagian dari hierarki Gereja Katolik Roma setelah Sri Paus (Uskup Agung Roma) dan Kardinal. Dalam kedudukannya ini, Uskup sering disebut sebagai pengganti dari para rasul Kristus. Setiap Uskup, karena tahbisannya, dengan sendirinya menjadi bagian dari jajaran para Uskup sedunia (Collegium Episcopale) di bawah pimpinan Sri Paus dan bertanggungjawab atas seluruh Gereja Katolik (Paroki) yang berada di dalam wilayah Keuskupan-nya. Dalam Gereja, kedudukan Uskup bersifat seumur hidup dan diangkat oleh Tahta Suci () di Vatican, Roma. Gereja memberikan gelar Monsignor kepada seseorang yang secara sah diangkat menjadi Uskup.",Apa yang dimaksud dengan Uskup Roma?,pimpinan Gereja setempat yang bernama Keuskupan dan merupakan bagian dari hierarki,51
Tunisia," Tunisia (Arabic: تونس‎, romanized:Tūnis Tūnis; Berber languages: ⵜⵓⵏⴻⵙ; French: Tunisie), dengan nama resmi Republik Tunisia (Arabic: الجمهورية التونسية‎ al-Jumhūrīya at-Tūnisīya; Berber languages: ⵜⴰⴳⴷⵓⴷⴰ ⵏ ⵜⵓⵏⴻⵙ; French: République Tunisienne) adalah negara paling utara di Afrika, dengan luas 165.000 kilometer persegi (64.000 mil persegi). Ras ben Sakka, adalah titik paling utara benua Afrika terletak di negara ini. Wilayahnya berbatasan dengan Aljazair di sebelah barat, Libya di tenggara, dan Laut Mediterania di utara dan timur. Populasi Tunisia diperkirakan hanya di bawah 10,8 juta pada tahun 2013. Nama Tunisia berasal dari ibukotanya, Tunis, yang terletak di pantai timur laut Tunisia. Secara geografis, Tunisia terletak di ujung timur Pegunungan Atlas dan bagian utara dari gurun Sahara. Dengan garis pantai sepanjang 1300&bsp;km yang menghadap Laut Mediterania. 40 % tanahnya merupakan bagian dari gurun Sahara dan sisanya merupakan tanah subur. Tunisia adalah satu-satunya negara demokrasi di Dunia Arab. Ia memiliki indeks pembangunan manusia yang tinggi. Ia memiliki perjanjian asosiasi dengan Uni Eropa dan merupakan anggota dari La Francophonie, Uni untuk Mediterania, Uni Arab Maghrib, Liga Arab, OKI, Arab Free Trade, Komunitas Sahel-Sahara Serikat, Uni Afrika, Gerakan Non-Blok, dan Kelompok G-77.",berapakah luas ibukota negara Tunisia?,165.000 kilometer persegi,297
Israel,"Menurut klaim dan hukum negara Israel, ibu kota Israel adalah Yerusalem. Hal ini diperlihatkan dengan sikapnya yang memusatkan pemerintahan bahkan kantor Presiden di kota ini. Walaupun demikian badan PBB[12] dan kebanyakan negara di dunia tidak mengakuinya. Hanya Republik Ceko, Taiwan, Amerika Serikat, dan Vanuatu yang mau mengakui Yerusalem sebagai ibu kota. Sementara di bagian timur, Palestina juga mengklaim Yerusalem Timur sebagai ibu kota.",apakah nama ibu kota Israel?,Yerusalem,62
Jalur ABG,"Pada masa Orde Baru dibawah kekuasaan Presiden Soeharto, ada sebuah istilah yang lahir dari proses politik dominasi militer dan birokrasi, atau yang disbeut sebagai ""Jalur ABG"". Jalur ABG ini dimaksudkan oleh rezim Orde Baru sebagai landasan untuk mengelola pemerintahan dengan tiga unsur utama, yaitu; ""A"" untuk Angkatan Bersenjata Republik Indonesia, ""B"" untuk birokrasi, dan ""G"" untuk Golongan Karya. Ketiga unsur utama itu berperan penting dalam hal pengambilan keputusan politik, menerapkan kebijakan publik, hingga penempatan jabatan publik seseorang, termasuk presiden. Ketiga unsur politik itu menjadi yang paling dominan dalam pemerintahan Orde Baru selama 32 tahun, sampai seroang pengamat politik bernama Karl D. Jackson mengatakan Indonesia di masa Orde Baru sebagai Bureucratic Polity atau masyarakat birokratik,[1] yang artinya segala keputusan yang dilakukan oleh dan untuk masyarakat harus mendapatkan persetujuan dari birokrat.[2]",Kapan jalur ABG mulai digunakan?,masa Orde Baru,5
Sakramen,"Sakramen (English: sacrament), kata sifatnya yaitu sakramental (English: sacramental), dalam konteks tertentu dianggap sebagai suatu ritus agama Kristen yang mana merupakan perantara (penyalur) rahmat dari Allah (ilahi). Kata 'sakramen' berasal dari Bahasa Latin sacramentum yang secara harafiah berarti ""menjadikan suci"". Salah satu contoh penggunaan kata sacramentum adalah sebagai sebutan untuk sumpah bakti yang diikrarkan para prajurit Romawi; istilah ini kemudian digunakan oleh Gereja dalam pengertian harafiahnya dan bukan dalam pengertian sumpah tadi.[1] Selaras dengan dalamnya makna yang dikandungnya, Gereja-Gereja Timur biasa menyebut Sakramen dengan sebutan ""Misteri"" atau ""Misteri Suci"".",dari manakah asal kata sakramental?,Bahasa Latin,250
Aang,"Aang adalah nama salah satu tokoh fiktif dalam serial animasi televisi Nickelodeon berjudul Avatar: The Legend of Aang. Pengisi suaranya adalah Zach Tyler Eisen. Sebagai tokoh utama, Aang selalu muncul dalam episode, kecuali satu, yaitu episode ""Zuko Alone."" Aang juga muncul dalam media lain, seperti misalnya kartu permainan,[1][2] permainan video,[3][4] T-shirt,[5] dan komik web.[6] Kebanyakan sifat-sifat Aang, seperti misalnya tidak makan daging,[7] diambil dari tradisi agama Buddha dan Tao.[8] Penciptanya ingin Aang tampil sebagai tokoh yang mengalahkan musuh dengan kebijaksanaan dan menjadi pahlawan cerdik.[9]",siapakah karakter utama Avatar: The Legend of aang?,Aang,183
Kalimantan Selatan,"Kalimantan Selatan (disingkat Kalsel) adalah salah satu provinsi di Indonesia yang terletak di pulau Kalimantan. Ibu kotanya adalah Banjarmasin. Provinsi Kalimantan Selatan memiliki luas 37.530,52km²[1] dengan populasi hampir 3,7 juta jiwa.",Berapa luas Kalimantan Selatan?,"37.530,52km²",187
Pertempuran Tassafaronga," Pertempuran Tassafaronga, kadang-kadang disebut Pertempuran Pulau Savo Keempat atau menurut sumber Jepang sebagai Pertempuran Malam Laut Lunga(ルンガ沖夜戦,Lunga Oki Yasen) adalah pertempuran laut yang berlangsung pada malam hari tanggal 30 November 1942 antara Angkatan Laut Amerika Serikat dan Angkatan Laut Kekaisaran Jepang sehubungan dengan kampanye Guadalkanal. Pertempuran terjadi di Ironbottom Sound dekat kawasan Tanjung Tassafaronga di Guadalkanal.",Kapan latar belakang terjadinya Pertempuran Tassafaronga?,30 November 1942,233
Thales,"Thales dari Miletos adalah seorang filsuf yang mengawali sejarah filsafat Barat pada abad ke-6 SM.[1][2][3] Sebelum Thales, pemikiran Yunani dikuasai cara berpikir mitologis dalam menjelaskan segala sesuatu.[1] Pemikiran Thales dianggap sebagai kegiatan berfilsafat pertama dan di sebut sebagai bapak filsafat.[4] Karena mencoba menjelaskan dunia dan gejala-gejala di dalamnya tanpa bersandar pada mitos melainkan pada rasio manusia.[1] Ia juga dikenal sebagai salah seorang dari Tujuh Orang Bijaksana (dalam bahasa Yunani hoi hepta sophoi), yang oleh Aristoteles diberi gelar 'filsuf yang pertama'.[2] Selain sebagai filsuf, Thales juga dikenal sebagai ahli geometri, astronomi, dan politik.[2] Bersama dengan Anaximandros dan Anaximenes, Thales digolongkan ke dalam Mazhab Miletos.[1][5]",Siapakah yang dikenal dengan bapak filsafat ?,Thales dari Miletos,0
Holografi," Fisikawan berkebangsaan Hungaria-Inggris, Dennis Gabor, diberi Penghargaan Nobel bidang Fisika pada tahun 1971 ""berkat penemuan dan pengembangannya dalam metode/teknik holografi"". Pekerjaan yang dia lakukan pada akhir tahun 1940an, didasari oleh pekerjaan sebelumnya di bidang mikroskopi sinar X oleh ilmuwan lain, seperti Mieczysław Wolfke pada tahun 1920 dan William Lawrence Bragg pada tahun 1939. Penemuan ini merupakan hasil yang tidak diduga dari riset yang dilakukan dalam pengembangan mikroskop elektron di perusahaan British Thomson-Houston (BTH) di Kota Rugby, Inggris, dan perusahaan tersebut mengajukan paten pada Desember 1947. Teknik ini sampai sekarang masih digunakan dalam penggunaan mikroskop elektron, dimana teknik ini dikenal dengan istilah holografi elektron, tetapi holografi optikal tidak berkembang banyak hingga penemuan laser pada tahun 1960. Kata holografi berasal dari kata dalam bahasa Yunani ὅλος (hólos; ""seluruh"") dan γραφή (grafḗ; ""tulisan"" atau ""lukisan"").",siapakah pencipta Holografi?,Dennis Gabor,43
Gandum,"  jmpl|Rumput gandum, wheatgrass. jmpl|Panen gandum di Nepal.  Gandum (Triticum spp.) adalah sekelompok tanaman serealia dari suku padi-padian yang kaya akan karbohidrat. Gandum biasanya digunakan untuk memproduksi tepung terigu, pakan ternak, ataupun difermentasi untuk menghasilkan alkohol. Pada umumnya, biji gandum (kernel) berbentuk opal dengan panjang 6–8mm dan diameter 2–3mm. Seperti jenis serealia lainnya, gandum memiliki tekstur yang keras. Biji gandum terdiri dari tiga bagian yaitu bagian kulit (bran), bagian endosperma, dan bagian lembaga (germ).",Apakah nama ilmiah Gandum?,Triticum spp,71
Kromosom,"Kromosom (Greek: chroma, warna; dan soma, badan) merupakan struktur di dalam sel berupa deret panjang molekul yang terdiri dari satu molekul DNA[1] dan berbagai protein terkait yang merupakan informasi genetik suatu organisme,[2] seperti molekul kelima jenis histon dan faktor transkripsi yang terdapat pada beberapa deret, dan termasuk gen unsur regulator dan sekuens nukleotida. Kromosom yang berada di dalam nukleus sel eukariota, secara khusus disebut kromatin.[3]",Apakah komposisi kromosom?,"satu molekul DNA[1] dan berbagai protein terkait yang merupakan informasi genetik suatu organisme,[2] seperti molekul kelima jenis histon dan faktor transkripsi yang terdapat pada beberapa deret, dan termasuk gen unsur regulator dan sekuens nukleotida",128
Perang Banjar,Perang Banjar[1] atau Perang Banjar-Barito atau Perang Kalimantan Selatan[2] adalah perang perlawanan terhadap penjajahan kolonial Belanda yang berlangsung antara tahun 1859-1905/1906 yang terjadi di Kesultanan Banjar yang meliputi wilayah provinsi Kalimantan Selatan dan Kalimantan Tengah.[3],Kapan Perang Banjar terjadi ?,1859-1905,169
Daimyō,"Daimyō(大名) berasal dari kata Daimyōshu(大名主, kepala keluarga terhormat) yang berarti orang yang memiliki pengaruh besar di suatu wilayah. Di dalam masyarakat samurai di Jepang, istilah daimyō digunakan untuk samurai yang memiliki hak atas tanah yang luas (tuan tanah) dan memiliki banyak bushi sebagai pengikut.",Apa yang dimaksud dengan daimyo ?,orang yang memiliki pengaruh besar di suatu wilayah,84
Sulawesi Selatan, Sulawesi Selatan (disingkat Sulsel) adalah sebuah provinsi di Indonesia yang terletak di bagian selatan Sulawesi. Ibu kotanya adalah Makassar.,Apakah ibu kota Sulawesi Selatan?,Makassar,134
Charles Darwin,"   Charles Robert Darwin, FRSFRGSFLSFZS[2] (/ˈdɑːrwɪn/;[3] 12Februari 1809– 19April 1882) adalah seorang naturalis dan ahli geologi Inggris,[4] paling dikenal untuk kontribusinya kepada teori evolusi.[I] Dia menetapkan bahwa semua spesies dari kehidupan telah diturunkan dari waktu ke waktu dari nenek moyang bersama,[5] dan dalam publikasi bersama dengan Alfred Russel Wallace memperkenalkan teori ilmiah bahwa pola percabangan evolusi dihasilkan dari sebuah proses yang dia sebut seleksi alam, di mana perjuangan untuk eksistensi memiliki efek yang sama dengan seleksi buatan yang terlibat dalam pemuliaan selektif.[6]",Siapa yang menemukan teori Evolusi ?,Charles Robert Darwin,3
Perhimpunan Bangsa-Bangsa Asia Tenggara,"   jmpl|201x201px|ASEAN Perhimpunan Bangsa-Bangsa Asia Tenggara (Perbara)[1][2] atau lebih populer dengan sebutan Association of Southeast Asian Nations (ASEAN) merupakan sebuah organisasi geo-politik dan ekonomi dari negara-negara di kawasan Asia Tenggara, yang didirikan di Bangkok, 8 Agustus 1967 berdasarkan Deklarasi Bangkok oleh Indonesia, Malaysia, Filipina, Singapura, dan Thailand. Organisasi ini bertujuan untuk meningkatkan pertumbuhan ekonomi, kemajuan sosial, dan pengembangan kebudayaan negara-negara anggotanya, memajukan perdamaian dan stabilitas di tingkat regionalnya, serta meningkatkan kesempatan untuk membahas perbedaan di antara anggotanya dengan damai.",Kapan ASEAN dibentuk ?,8 Agustus 1967,285
Kota Bandar Lampung,"Kota Bandar Lampung memiliki luas wilayah daratan 169,21km² yang terbagi ke dalam 20 Kecamatan dan 126 Kelurahan dengan populasi penduduk 1.015.910[1] jiwa (berdasarkan data tahun 2017). Saat ini kota Bandar Lampung merupakan pusat jasa, perdagangan, dan perekonomian di provinsi Lampung.",berapakah luas Lampung ?,"169,21km²",50
Hari Republik (India),"Hari Republik (bahasa Inggris: Republic Day) ialah hari raya nasional di India yang diperingati pada tanggal 26 Januari. Meskipun India telah merdeka pada tanggal 15 Agustus 1947, konstitusinya baru disahkan pada tanggal 26 Januari 1950. Sampai hari peringatan tersebut, penguasa Britania Raya masih disebut sebagai Kaisar India. Dalam konstitusi tersebut, bentuk negara republik diambil oleh India.",Kapankah hari kemerdekaan India ?,15 Agustus 1947,163
Bendera Zambia,"Bendera saat ini digunakan sebagai bendera nasional[1] dan panji. Bendera ini berwarna hijau dengan elang ikan Afrika berwarna oranye yang sedang terbang di atas blok persegi yang terdiri dari tiga garis vertikal, berwarna, dari kiri ke kanan: merah, hitam dan oranye. Penempatan elang dan blok garis pada sisi kerekan bendera sangat penting karena kebanyakan emblem dan simbol pada bendera ditempatkan di pusat atau di kerekan. Warna yang digunakan dalam bendera Zambia kaya akan simbolisme. Hijau melambangkan kesuburan flora bangsa, merah bagi perjuangan bangsa untuk kebebasan, hitam bagi orang-orang Zambia, dan jingga untuk kekayaan alam dan kekayaan mineral tanah. Selain itu, elang terbang di atas garis-garis berwarna dimaksudkan untuk mewakili kemampuan masyarakat untuk mengatasi masalah bangsa.",Apakah warna bendera Zambia?,"hijau dengan elang ikan Afrika berwarna oranye yang sedang terbang di atas blok persegi yang terdiri dari tiga garis vertikal, berwarna, dari kiri ke kanan: merah, hitam dan oranye",87
Pala,"Pala dipanen biji, salut bijinya (arillus), dan daging buahnya. Dalam perdagangan, salut biji pala dinamakan fuli, atau dalam bahasa Inggris disebut mace, dalam istilah farmasi disebut myristicae arillus atau macis). Daging buah pala dinamakan myristicae fructus cortex. Panen pertama dilakukan 7 sampai 9 tahun setelah pohonnya ditanam dan mencapai kemampuan produksi maksimum setelah 25 tahun. Tumbuhnya dapat mencapai 20m dan usianya bisa mencapai ratusan tahun.",Berapa umur rata-rata pohon Pala ?,25 tahun,386
Partai Nasional Indonesia,"  Partai Nasional Indonesia atau dikenal juga PNI adalah partai politik tertua di Indonesia. Partai ini didirikan pada 4 Juli 1927 [note 1] dengan nama Perserikatan Nasional Indonesia dengan ketuanya pada saat itu adalah Dr. Tjipto Mangunkusumo, Mr. Sartono, Mr. Iskaq Tjokrohadisuryo, dan Mr. Sunaryo.[2]",kapankah Partai Nasional Indonesia didirikan?,4 Juli 1927,119
Bakpia Pathuk," Bakpia adalah kue berbentuk bulat pipih, terbuat dari campuran kacang hijau dengan gula, yang dibungkus dengan tepung, lalu dipanggang. Bakpia asal mulanya berasal dari daratan Tiongkok. Bakpia Pathuk adalah salah satu varian Bakpia yang berkembang di Yogyakarta Saat ini Bakpia Pathuk sudah menjadi salah satu makanan khas sekaligus oleh-oleh khas dari Yogyakarta. Ini merupakan salah satu wujud nyata akulturasi budaya Tiongkok dan budaya Jawa, dalam hal ini Yogyakarta.",Apakah nama jajanan jalanan khas Jogjakarta ?,Bakpia Pathuk,273
Stan Lee,"Stan Lee[1] (lahir Stanley Martin Lieber /ˈliːbər/; 28 Desember 1922– 12 November 2018) adalah seorang penulis, editor, penerbit, produser, dan aktor dari Amerika.[2] Pada tahun 1960, Stan Lee mendirikan Marvel Comics yang memperkenalkan penokohan lebih lengkap dalam karakter seorang pahlawan yang kuat, sehingga menarik minat orang banyak, khususnya anak-anak.[3] Bekerja sama dengan beberapa seniman, termasuk Jack Kirby dan Steve Ditko, dia menciptakan Spider-Man, Hulk, Doctor Strange, Fantastic Four, Iron Man, Daredevil, Thor, X-Men, dan banyak karakter fiksi lainnya, mengenalkannya secara menyeluruh. Berbagi alam semesta menjadi komik superhero. Selain itu, dia menantang organisasi penyensoran industri komik, Otoritas Kode Komik, yang memaksanya untuk mereformasi kebijakannya.",Siapa penulis komik Marvel  ?,Stan Lee,0
Sepeda,"Seperti ditulis Ensiklopedia Columbia, nenek moyang sepeda diperkirakan berasal dari Perancis. Menurut kabar sejarah, negeri itu sudah sejak awal abad ke-18 mengenal alat transportasi roda dua yang dinamai velocipede. Bertahun-tahun, velocipede menjadi satu-satunya istilah yang merujuk hasil rancang bangun kendaraan dua roda.",Kapan sepeda pertama kali diciptakan ?,awal abad ke-18,141
Proteaceae,"Proteaceae adalah salah satu familia anggota tumbuhan berbunga terutama terdistribusi di Belahan Bumi Selatan. Familia terdiri dari sekitar 80 genera dengan sekitar 1.600 spesies. Bersama-sama dengan Platanaceae dan Nelumbonaceae, mereka membentuk ordo Proteales. Genera terkenal termasuk Protea, Banksia, Embothrium, Grevillea, Hakea, Dryandra, dan Macadamia. Spesies seperti waratah New South Wales (Telopea speciosissima), protea raja (Protea cynaroides), dan berbagai jenis Banksia, Grevillea, dan Leucadendron adalah bunga potong populer, sedangkan kacang Macadamia integrifolia secara luas ditanam secara komersial dan dikonsumsi. Australia dan Afrika Selatan memiliki konsentrasi terbesar keanekaragaman.",Apa itu Proteaceae ?,familia anggota tumbuhan berbunga terutama terdistribusi di Belahan Bumi Selatan,29
Benito Mussolini,"Mussolini lahir di Predappio, Forlì (Emilia-Romagna). Ayahnya Alessandro seorang pandai besi dan ibunya Rosa seorang guru sekolah. Seperti ayahnya, ia menjadi seorang sosialis berat. Tahun 1902 ia beremigrasi ke Swiss. Karena sulit mencari pekerjaan tetap, akhirnya ia pindah ke Italia. Pada 1908 ia bergabung dengan surat kabar Austria di kota Trento.",Dimana Benito Mussolini lahir ?,"Predappio, Forlì",19
Perang Barito,"Pada 22 Februari 1860, kembali kapal perang Celebes dan Monterado dikirim menyerang benteng Leogong. Benteng ini dikepung dengan dua buah kapal perang di hulu dan disebelah hilir serta 200 serdadu didaratkan. Pertempuran sengit pun terjadi sepanjang sungai Barito. Menyadari terhadap pengepungan ini Pangeran Antasari dan Tumenggung Surapati melakukan siasat mundur untuk menghindarkan banyaknya jatuh korban. Perang ini berakhir tanpa hasil yang memuaskan bagi Belanda. Untuk mengantisipasi kapal-kapal perang Belanda, Tumenggung Surapati dan Pangeran Antasari mengerahkan beratus-ratus perahu dengan sebuah perahu komando yang besar. Pada perahu besar ini dipancangkan bendera kuning. Armada perahu ini disertai pula dengan beberapa buah lanting kotta-mara (katamaran) semacam panser terapung. Bentuk kotta-mara ini sangat unik karena dibuat dari susunan bambu yang membentuk sebuah benteng terapung. Kotta-mara dilengkapi dengan beberapa pucuk meriam dan lila. Selain kapal perang Onrust yang berhasil ditenggelamkan pada 26 Desember 1859, sebelumnya yaitu pada bulan Juli 1859 juga ditenggelamkan kapal perang Cipanas dalam pertempuran di sepanjang Barito di sekitar pulau Kanamit.",Kapan Perang Barito berakhir?,22 Februari 1860,5
